,energy,playlist_genre
21151,0.959,edm
21152,0.806,edm
21153,0.848,edm
21154,0.962,edm
21155,0.717,edm
21156,0.946,edm
21157,0.987,edm
21158,0.946,edm
21159,0.54,edm
21160,0.913,edm
21161,0.887,edm
21162,0.84,edm
21163,0.865,edm
21164,0.628,edm
21165,0.885,edm
21166,0.787,edm
21167,0.747,edm
21168,0.977,edm
21169,0.584,edm
22182,0.667,edm
22183,0.715,edm
22184,0.64,edm
22185,0.757,edm
22186,0.738,edm
22187,0.7,edm
22188,0.71,edm
22189,0.67,edm
22190,0.76,edm
22191,0.758,edm
22192,0.672,edm
22193,0.668,edm
22194,0.682,edm
22195,0.334,edm
22196,0.416,edm
22197,0.758,edm
22198,0.527,edm
22201,0.75,edm
22202,0.664,edm
22203,0.706,edm
22204,0.787,edm
22205,0.461,edm
22206,0.898,edm
22207,0.4,edm
22208,0.579,edm
22209,0.855,edm
22210,0.689,edm
22211,0.731,edm
22212,0.552,edm
22384,0.779,edm
22385,0.862,edm
22386,0.566,edm
22392,0.835,edm
22393,0.693,edm
22394,0.545,edm
22395,0.672,edm
22396,0.573,edm
22397,0.888,edm
22398,0.631,edm
22399,0.677,edm
22400,0.973,edm
22401,0.938,edm
22402,0.782,edm
22403,0.914,edm
22404,0.949,edm
22405,0.602,edm
22406,0.935,edm
22407,0.894,edm
22408,0.774,edm
22409,0.986,edm
22410,0.943,edm
22411,0.833,edm
22412,0.9,edm
22413,0.946,edm
22414,0.797,edm
22415,0.96,edm
22416,0.871,edm
22417,0.972,edm
22418,0.955,edm
22419,0.941,edm
22420,0.942,edm
22421,0.945,edm
22422,0.919,edm
22423,0.919,edm
22424,0.981,edm
22425,0.993,edm
22426,0.932,edm
22427,0.954,edm
22428,0.811,edm
22429,0.927,edm
22430,0.74,edm
22431,0.833,edm
22432,0.945,edm
22433,0.949,edm
22434,0.993,edm
22435,0.811,edm
22436,0.729,edm
22437,0.981,edm
22438,0.939,edm
22439,0.484,edm
22440,0.354,edm
22441,0.907,edm
22442,0.784,edm
22443,0.885,edm
22444,0.907,edm
22445,0.761,edm
22446,0.656,edm
22447,0.891,edm
22448,0.961,edm
22449,0.924,edm
22450,0.973,edm
22451,0.93,edm
22452,0.69,edm
22453,0.928,edm
22454,0.978,edm
22455,0.947,edm
22456,0.972,edm
22457,0.799,edm
22458,0.969,edm
22459,0.866,edm
22460,0.934,edm
22461,0.829,edm
22462,0.886,edm
22463,0.84,edm
22464,0.961,edm
22465,0.905,edm
22466,0.953,edm
22467,0.694,edm
22468,0.887,edm
22469,0.954,edm
22470,0.68,edm
22471,0.975,edm
22472,0.942,edm
22473,0.92,edm
22474,0.936,edm
22475,0.83,edm
22476,0.914,edm
22477,0.698,edm
22478,0.935,edm
22479,0.928,edm
22480,0.689,edm
22481,0.919,edm
22482,0.917,edm
22483,0.875,edm
22484,0.909,edm
22485,0.997,edm
22486,0.898,edm
22487,0.894,edm
22488,0.848,edm
22489,0.529,edm
22490,0.861,edm
22491,0.906,edm
22492,0.961,edm
22493,0.982,edm
22494,0.659,edm
22495,0.589,edm
22496,0.916,edm
22497,0.962,edm
18,0.759,latin
19,0.603,latin
22,0.458,latin
23,0.473,latin
32,0.661,latin
33,0.8,latin
34,0.679,latin
35,0.885,latin
36,0.699,latin
37,0.752,latin
39,0.917,latin
40,0.755,latin
41,0.813,latin
48,0.566,latin
139,0.523,latin
140,1.0,latin
141,0.499,latin
142,0.905,latin
143,0.377,latin
145,0.274,latin
146,0.000175,latin
147,0.179,latin
148,0.442,latin
149,0.999,latin
150,0.723,latin
154,1.0,latin
155,0.425,latin
158,0.999,latin
160,0.96,latin
162,1.0,latin
206,0.949,latin
207,0.858,latin
208,0.885,latin
209,0.944,latin
210,0.807,latin
214,0.968,latin
222,0.954,latin
223,0.952,latin
224,0.977,latin
225,0.528,latin
226,0.707,latin
232,0.61,latin
233,0.663,latin
257,0.764,latin
258,0.771,latin
259,0.543,latin
260,0.642,latin
261,0.825,latin
262,0.897,latin
263,0.652,latin
264,0.624,latin
265,0.704,latin
267,0.74,latin
269,0.427,latin
270,0.795,latin
271,0.67,latin
272,0.35,latin
341,0.669,latin
342,0.777,latin
343,0.923,latin
344,0.751,latin
345,0.379,latin
346,0.857,latin
352,0.842,latin
353,0.698,latin
354,0.743,latin
355,0.85,latin
356,0.729,latin
357,0.457,latin
359,0.847,latin
360,0.733,latin
361,0.676,latin
387,0.708,latin
388,0.644,latin
396,0.744,latin
397,0.886,latin
406,0.76,latin
407,0.809,latin
408,0.755,latin
409,0.745,latin
410,0.696,latin
411,0.863,latin
412,0.544,latin
416,0.559,latin
417,0.843,latin
418,0.784,latin
419,0.508,latin
429,0.662,latin
430,0.596,latin
511,0.701,latin
512,0.944,latin
513,0.793,latin
514,0.823,latin
515,0.783,latin
516,0.584,latin
520,0.679,latin
526,0.855,latin
527,0.961,latin
528,0.853,latin
529,0.91,latin
530,0.9,latin
531,0.804,latin
532,0.852,latin
543,0.627,latin
544,0.893,latin
545,0.893,latin
551,0.836,latin
554,0.654,latin
555,0.739,latin
560,0.86,latin
561,0.37,latin
562,0.781,latin
563,0.664,latin
564,0.813,latin
566,0.647,latin
567,0.647,latin
568,0.789,latin
581,0.838,latin
645,0.71,latin
646,0.752,latin
647,0.818,latin
648,0.703,latin
649,0.676,latin
650,0.619,latin
651,0.75,latin
652,0.591,latin
653,0.5,latin
654,0.753,latin
656,0.516,latin
657,0.737,latin
658,0.687,latin
659,0.609,latin
660,0.892,latin
661,0.696,latin
662,0.667,latin
663,0.844,latin
664,0.715,latin
799,0.783,latin
800,0.742,latin
801,0.75,latin
807,0.789,latin
808,0.668,latin
809,0.578,latin
810,0.514,latin
811,0.718,latin
812,0.856,latin
813,0.434,latin
815,0.862,latin
818,0.621,latin
833,0.721,latin
834,0.751,latin
835,0.855,latin
836,0.676,latin
837,0.708,latin
838,0.942,latin
839,0.785,latin
840,0.776,latin
847,0.793,latin
856,0.793,latin
857,0.76,latin
858,0.787,latin
859,0.859,latin
860,0.935,latin
861,0.821,latin
862,0.763,latin
863,0.833,latin
864,0.778,latin
865,0.693,latin
866,0.798,latin
867,0.712,latin
868,0.657,latin
870,0.746,latin
871,0.717,latin
872,0.757,latin
873,0.713,latin
874,0.553,latin
875,0.91,latin
876,0.675,latin
877,0.881,latin
878,0.728,latin
879,0.763,latin
885,0.834,latin
886,0.789,latin
887,0.901,latin
888,0.905,latin
889,0.756,latin
890,0.56,latin
891,0.904,latin
892,0.701,latin
893,0.729,latin
894,0.608,latin
895,0.96,latin
907,0.684,latin
908,0.914,latin
923,0.705,latin
931,0.857,latin
932,0.82,latin
933,0.798,latin
934,0.62,latin
935,0.589,latin
963,0.659,latin
964,0.788,latin
965,0.438,latin
966,0.593,latin
967,0.62,latin
968,0.688,latin
969,0.69,latin
970,0.698,latin
979,0.629,latin
980,0.615,latin
981,0.543,latin
982,0.633,latin
983,0.767,latin
984,0.545,latin
985,0.625,latin
986,0.746,latin
987,0.631,latin
988,0.703,latin
996,0.636,latin
997,0.481,latin
998,0.646,latin
999,0.769,latin
1001,0.925,latin
1002,0.951,latin
1013,0.575,latin
1014,0.844,latin
1018,0.453,latin
1045,0.846,latin
1046,0.763,latin
1047,0.772,latin
1068,0.789,latin
1069,0.926,latin
1085,0.842,latin
1086,0.851,latin
1087,0.826,latin
1101,0.76,latin
1102,0.88,latin
1103,0.685,latin
1113,0.635,latin
1114,0.852,latin
1122,0.829,latin
1126,0.839,latin
1127,0.914,latin
1128,0.921,latin
1133,0.717,latin
1134,0.816,latin
1135,0.201,latin
1136,0.418,latin
1149,0.84,latin
1150,0.813,latin
1151,0.777,latin
1160,0.515,latin
1173,0.827,latin
1174,0.878,latin
1175,0.599,latin
1177,0.871,latin
1178,0.803,latin
1180,0.742,latin
1181,0.899,latin
1182,0.652,latin
1183,0.731,latin
1184,0.588,latin
1186,0.661,latin
1187,0.738,latin
1189,0.638,latin
1190,0.888,latin
1191,0.81,latin
1204,0.957,latin
1206,0.951,latin
1208,0.715,latin
1209,0.934,latin
1210,0.541,latin
1211,0.907,latin
1213,0.908,latin
1214,0.672,latin
1216,0.949,latin
1217,0.714,latin
1218,0.723,latin
1222,0.654,latin
1223,0.85,latin
1226,0.536,latin
1227,0.384,latin
1234,0.782,latin
1235,0.609,latin
1236,0.84,latin
1237,0.858,latin
1238,0.827,latin
1239,0.356,latin
1240,0.66,latin
1241,0.889,latin
1242,0.832,latin
1243,0.463,latin
1244,0.872,latin
1245,0.515,latin
1246,0.445,latin
1247,0.779,latin
1248,0.295,latin
1249,0.687,latin
1250,0.668,latin
1251,0.497,latin
1252,0.455,latin
1253,0.642,latin
1254,0.34,latin
1255,0.425,latin
1256,0.804,latin
1271,0.715,latin
1272,0.814,latin
1273,0.904,latin
1274,0.66,latin
1275,0.656,latin
1276,0.748,latin
1277,0.762,latin
1278,0.708,latin
1279,0.596,latin
1280,0.467,latin
1281,0.855,latin
1282,0.793,latin
1283,0.745,latin
1284,0.204,latin
1285,0.749,latin
1286,0.388,latin
1287,0.899,latin
1288,0.633,latin
1290,0.899,latin
1291,0.701,latin
1294,0.775,latin
1295,0.771,latin
1296,0.856,latin
1297,0.773,latin
1298,0.803,latin
1299,0.309,latin
1300,0.457,latin
1301,0.556,latin
1302,0.849,latin
1305,0.749,latin
1306,0.709,latin
1307,0.63,latin
1308,0.845,latin
1309,0.817,latin
1310,0.608,latin
1313,0.601,latin
1314,0.679,latin
1329,0.871,latin
1335,0.932,latin
1336,0.71,latin
1339,0.631,latin
1355,0.833,latin
1356,0.868,latin
1357,0.888,latin
1358,0.93,latin
1359,0.667,latin
1360,0.881,latin
1361,0.726,latin
1362,0.653,latin
1363,0.855,latin
1364,0.909,latin
1365,0.692,latin
1385,0.753,latin
1386,0.738,latin
1387,0.836,latin
1388,0.94,latin
1389,0.566,latin
1390,0.707,latin
1391,0.957,latin
1392,0.691,latin
1393,0.567,latin
1394,0.958,latin
1395,0.873,latin
1396,0.891,latin
1397,0.708,latin
1398,0.749,latin
1399,0.863,latin
1447,0.806,latin
1462,0.865,latin
1463,0.842,latin
1471,0.713,latin
1472,0.738,latin
1473,0.74,latin
1478,0.855,latin
1489,0.874,latin
1491,0.748,latin
1604,0.661,latin
1605,0.841,latin
1606,0.612,latin
1617,0.828,latin
1621,0.557,latin
1622,0.601,latin
1623,0.661,latin
1624,0.681,latin
1625,0.715,latin
1626,0.98,latin
1627,0.652,latin
1628,0.489,latin
1629,0.697,latin
1630,0.818,latin
1631,0.511,latin
1632,0.626,latin
1633,0.797,latin
1634,0.738,latin
1643,0.546,latin
1644,0.557,latin
1645,0.8,latin
1646,0.378,latin
1647,0.821,latin
1648,0.844,latin
1655,0.474,latin
1656,0.781,latin
1663,0.406,latin
1664,0.829,latin
1665,0.84,latin
1666,0.621,latin
1667,0.547,latin
1668,0.562,latin
1669,0.652,latin
1670,0.634,latin
1671,0.575,latin
1672,0.676,latin
1673,0.525,latin
1677,0.728,latin
1678,0.865,latin
1679,0.787,latin
1680,0.79,latin
1681,0.748,latin
1682,0.922,latin
1683,0.834,latin
1684,0.77,latin
1685,0.838,latin
1686,0.704,latin
1687,0.803,latin
1688,0.809,latin
1689,0.584,latin
1692,0.768,latin
1693,0.792,latin
1694,0.787,latin
1695,0.853,latin
1696,0.643,latin
1697,0.904,latin
1698,0.776,latin
1699,0.941,latin
1703,0.911,latin
1704,0.665,latin
1705,0.68,latin
1706,0.536,latin
1707,0.651,latin
1708,0.564,latin
1709,0.889,latin
1710,0.775,latin
1711,0.873,latin
1712,0.698,latin
1713,0.735,latin
1714,0.799,latin
1715,0.846,latin
1716,0.744,latin
1717,0.884,latin
1718,0.878,latin
1719,0.818,latin
1720,0.817,latin
1721,0.656,latin
1722,0.641,latin
1723,0.676,latin
1724,0.803,latin
1725,0.752,latin
1726,0.764,latin
1727,0.57,latin
1728,0.856,latin
1729,0.926,latin
1730,0.622,latin
1731,0.871,latin
1732,0.574,latin
1741,0.258,latin
1749,0.66,latin
1750,0.628,latin
1751,0.73,latin
1752,0.622,latin
1753,0.775,latin
1754,0.556,latin
1755,0.913,latin
1756,0.601,latin
1758,0.714,latin
1759,0.502,latin
1760,0.898,latin
1761,0.472,latin
1762,0.662,latin
1763,0.488,latin
1764,0.573,latin
1766,0.325,latin
1767,0.459,latin
1768,0.487,latin
1769,0.582,latin
1770,0.529,latin
1786,0.782,latin
1787,0.587,latin
1788,0.406,latin
1789,0.613,latin
1799,0.406,latin
1800,0.657,latin
1801,0.601,latin
1825,0.483,latin
1826,0.507,latin
1827,0.499,latin
1828,0.837,latin
1829,0.535,latin
1830,0.545,latin
1832,0.776,latin
1833,0.613,latin
1834,0.583,latin
1835,0.687,latin
1836,0.556,latin
1842,0.622,latin
1843,0.801,latin
1844,0.652,latin
1845,0.703,latin
1846,0.842,latin
1857,0.504,latin
1858,0.5,latin
1859,0.666,latin
1863,0.681,latin
1864,0.769,latin
1865,0.367,latin
1866,0.767,latin
1867,0.725,latin
1868,0.649,latin
1869,0.595,latin
1870,0.761,latin
1871,0.578,latin
1872,0.534,latin
1873,0.463,latin
1877,0.732,latin
1879,0.634,latin
1880,0.55,latin
1881,0.438,latin
1882,0.731,latin
1883,0.878,latin
1884,0.657,latin
1885,0.497,latin
1886,0.673,latin
1887,0.87,latin
1888,0.672,latin
1889,0.883,latin
1907,0.819,latin
1908,0.945,latin
1909,0.568,latin
1910,0.607,latin
1911,0.53,latin
1912,0.67,latin
1913,0.688,latin
1914,0.482,latin
1915,0.819,latin
1916,0.8,latin
1917,0.669,latin
1918,0.456,latin
1919,0.661,latin
1920,0.797,latin
1921,0.588,latin
1922,0.687,latin
1923,0.769,latin
1924,0.724,latin
1925,0.687,latin
1926,0.757,latin
1927,0.884,latin
1929,0.746,latin
1945,0.692,latin
1946,0.534,latin
1947,0.649,latin
1948,0.894,latin
2069,0.552,latin
2078,0.603,latin
2079,0.512,latin
2080,0.714,latin
2081,0.796,latin
2082,0.471,latin
2083,0.572,latin
2084,0.0603,latin
2085,0.191,latin
2086,0.885,latin
2087,0.85,latin
2088,0.823,latin
2089,0.658,latin
2090,0.615,latin
2091,0.672,latin
2092,0.354,latin
2093,0.939,latin
2094,0.599,latin
2095,0.621,latin
2096,0.693,latin
2097,0.689,latin
2098,0.464,latin
2099,0.722,latin
2100,0.64,latin
2101,0.558,latin
2102,0.721,latin
2103,0.456,latin
2104,0.524,latin
2105,0.737,latin
2106,0.813,latin
2107,0.63,latin
2108,0.45,latin
2109,0.351,latin
2110,0.595,latin
2111,0.394,latin
2112,0.404,latin
2113,0.324,latin
2128,0.722,latin
2129,0.78,latin
2194,0.664,latin
2195,0.83,latin
2217,0.627,latin
2218,0.748,latin
2219,0.672,latin
2220,0.835,latin
2230,0.675,latin
2231,0.695,latin
2273,0.34,latin
2284,0.856,latin
2285,0.584,latin
2287,0.688,latin
2288,0.602,latin
2289,0.79,latin
2290,0.772,latin
2291,0.752,latin
2292,0.643,latin
2293,0.59,latin
2294,0.797,latin
2295,0.83,latin
2296,0.676,latin
2297,0.881,latin
2298,0.637,latin
2299,0.647,latin
2300,0.769,latin
2301,0.893,latin
2302,0.36,latin
2303,0.777,latin
2304,0.767,latin
2315,0.85,latin
2316,0.596,latin
2317,0.51,latin
2346,0.665,latin
2347,0.397,latin
2354,0.752,latin
2355,0.633,latin
2637,0.808,latin
2823,0.745,latin
3027,0.703,latin
3038,0.493,latin
3075,0.486,latin
3096,0.855,latin
3097,0.906,latin
3098,0.873,latin
3099,0.562,latin
3100,0.836,latin
3101,0.605,latin
3102,0.72,latin
3103,0.523,latin
3104,0.601,latin
3105,0.798,latin
3106,0.75,latin
3108,0.651,latin
3109,0.397,latin
3110,0.784,latin
3111,0.654,latin
3112,0.853,latin
3113,0.75,latin
3117,0.773,latin
3123,0.876,latin
3124,0.921,latin
3125,0.555,latin
3126,0.72,latin
3147,0.713,latin
3148,0.818,latin
3150,0.664,latin
3151,0.732,latin
3152,0.65,latin
3153,0.78,latin
3155,0.853,latin
3157,0.772,latin
3158,0.753,latin
3159,0.705,latin
3160,0.753,latin
3161,0.735,latin
3162,0.863,latin
3163,0.84,latin
3164,0.814,latin
3165,0.679,latin
3532,0.388,latin
3533,0.762,latin
3534,0.276,latin
3535,0.273,latin
3536,0.61,latin
3537,0.35,latin
3538,0.61,latin
3539,0.558,latin
3540,0.491,latin
3541,0.696,latin
3542,0.25,latin
3543,0.797,latin
3544,0.841,latin
3545,0.759,latin
3555,0.87,latin
3583,0.721,latin
3584,0.772,latin
3585,0.821,latin
3586,0.675,latin
3587,0.899,latin
3588,0.303,latin
3598,0.41,latin
3599,0.379,latin
3600,0.488,latin
3601,0.351,latin
3603,0.504,latin
3604,0.253,latin
3605,0.443,latin
3606,0.473,latin
3607,0.508,latin
3608,0.456,latin
3609,0.675,latin
3610,0.501,latin
3611,0.624,latin
3614,0.407,latin
3615,0.669,latin
3629,0.511,latin
3639,0.82,latin
3640,0.76,latin
3641,0.579,latin
3644,0.466,latin
3655,0.306,latin
3657,0.52,latin
3658,0.558,latin
3659,0.592,latin
3660,0.438,latin
3661,0.43,latin
3662,0.783,latin
3663,0.481,latin
3664,0.641,latin
3665,0.61,latin
3666,0.685,latin
3667,0.655,latin
3669,0.22,latin
3670,0.562,latin
3671,0.645,latin
3672,0.723,latin
3673,0.764,latin
3674,0.374,latin
3675,0.58,latin
3676,0.569,latin
3677,0.466,latin
3678,0.454,latin
3679,0.258,latin
3692,0.677,latin
3694,0.66,latin
3708,0.822,latin
3721,0.823,latin
3731,0.693,latin
3732,0.82,latin
3733,0.815,latin
3734,0.781,latin
3735,0.754,latin
3777,0.826,latin
3782,0.776,latin
3783,0.799,latin
3784,0.731,latin
3785,0.894,latin
3786,0.713,latin
3787,0.748,latin
3789,0.891,latin
3790,0.864,latin
3791,0.905,latin
3792,0.807,latin
3795,0.825,latin
3796,0.758,latin
3797,0.727,latin
3798,0.94,latin
3799,0.755,latin
3815,0.932,latin
3842,0.868,latin
3846,0.63,latin
3847,0.846,latin
3848,0.739,latin
3851,0.62,latin
3852,0.646,latin
3853,0.813,latin
3854,0.787,latin
3855,0.731,latin
4328,0.788,latin
4329,0.514,latin
4368,0.528,latin
4369,0.764,latin
4370,0.832,latin
4371,0.691,latin
4372,0.801,latin
4373,0.589,latin
4374,0.769,latin
4375,0.594,latin
4376,0.705,latin
4377,0.733,latin
4378,0.754,latin
4379,0.574,latin
4380,0.72,latin
4381,0.781,latin
4382,0.927,latin
4383,0.795,latin
4384,0.7,latin
4385,0.709,latin
4386,0.721,latin
4394,0.648,latin
4395,0.918,latin
4396,0.729,latin
4945,0.467,latin
4946,0.757,latin
4947,0.531,latin
4948,0.746,latin
4949,0.615,latin
4956,0.718,latin
4957,0.893,latin
4958,0.725,latin
4959,0.831,latin
4960,0.621,latin
4961,0.791,latin
4962,0.688,latin
4963,0.634,latin
4964,0.758,latin
4966,0.521,latin
4967,0.569,latin
4968,0.542,latin
4969,0.733,latin
4970,0.712,latin
4971,0.765,latin
4986,0.745,latin
4987,0.775,latin
4988,0.761,latin
4991,0.585,latin
5012,0.835,latin
5013,0.632,latin
5014,0.65,latin
5015,0.572,latin
5016,0.637,latin
5017,0.866,latin
5018,0.689,latin
5019,0.589,latin
5021,0.637,latin
5022,0.682,latin
5023,0.843,latin
5024,0.528,latin
5025,0.834,latin
5026,0.643,latin
5027,0.593,latin
5045,0.639,latin
5046,0.708,latin
5047,0.824,latin
5072,0.836,latin
5088,0.852,latin
5089,0.622,latin
5090,0.706,latin
5092,0.518,latin
5093,0.94,latin
5094,0.848,latin
5100,0.75,latin
5101,0.782,latin
5102,0.549,latin
5103,0.571,latin
5104,0.934,latin
5105,0.521,latin
5106,0.732,latin
5107,0.664,latin
5123,0.816,latin
5346,0.544,latin
5347,0.4,latin
5348,0.477,latin
5349,0.164,latin
5350,0.661,latin
5351,0.441,latin
5352,0.315,latin
5353,0.208,latin
5355,0.487,latin
5357,0.579,latin
5358,0.51,latin
5359,0.391,latin
5360,0.626,latin
5365,0.656,latin
5366,0.349,latin
5367,0.24,latin
5368,0.214,latin
5369,0.573,latin
5382,0.374,latin
5391,0.355,latin
5392,0.381,latin
5393,0.383,latin
5394,0.352,latin
5395,0.67,latin
5396,0.514,latin
5397,0.465,latin
5398,0.371,latin
5399,0.421,latin
5401,0.509,latin
5405,0.827,latin
5414,0.686,latin
5415,0.411,latin
5428,0.398,latin
5434,0.286,latin
5455,0.523,latin
5456,0.305,latin
5457,0.298,latin
5458,0.584,latin
5459,0.261,latin
5460,0.424,latin
5461,0.781,latin
5464,0.393,latin
5465,0.727,latin
5466,0.393,latin
5467,0.438,latin
5471,0.429,latin
5476,0.696,latin
5477,0.586,latin
5478,0.443,latin
5479,0.185,latin
5480,0.612,latin
5481,0.414,latin
5482,0.352,latin
5483,0.569,latin
5484,0.289,latin
5485,0.186,latin
5486,0.607,latin
5487,0.56,latin
5497,0.402,latin
5498,0.341,latin
5499,0.413,latin
5500,0.467,latin
5508,0.65,latin
5512,0.632,latin
5513,0.907,latin
5515,0.593,latin
5518,0.781,latin
5519,0.815,latin
5520,0.8,latin
5521,0.896,latin
5522,0.824,latin
5523,0.666,latin
5528,0.837,latin
5532,0.823,latin
5533,0.757,latin
5534,0.826,latin
5535,0.559,latin
5536,0.579,latin
5537,0.826,latin
5538,0.744,latin
5539,0.953,latin
5540,0.663,latin
5541,0.804,latin
5542,0.742,latin
5543,0.732,latin
5544,0.735,latin
5545,0.869,latin
5546,0.646,latin
5549,0.777,latin
5550,0.871,latin
5551,0.63,latin
5553,0.852,latin
5554,0.793,latin
5555,0.813,latin
5556,0.771,latin
5557,0.758,latin
5558,0.738,latin
5561,0.864,latin
5568,0.738,latin
5569,0.684,latin
5674,0.754,latin
5675,0.744,latin
5676,0.62,latin
5681,0.665,latin
5682,0.791,latin
5683,0.607,latin
5684,0.946,latin
5685,0.577,latin
5686,0.502,latin
5687,0.718,latin
5688,0.648,latin
5689,0.756,latin
5690,0.714,latin
5691,0.677,latin
5692,0.831,latin
5693,0.719,latin
5694,0.791,latin
5695,0.904,latin
5696,0.783,latin
5697,0.861,latin
5698,0.76,latin
5699,0.779,latin
5700,0.862,latin
5701,0.92,latin
5702,0.766,latin
5703,0.993,latin
5704,0.944,latin
5705,0.874,latin
5706,0.434,latin
5707,0.658,latin
5708,0.925,latin
5709,0.873,latin
5710,0.704,latin
5711,0.901,latin
5712,0.695,latin
5713,0.82,latin
5714,0.818,latin
5715,0.598,latin
5716,0.916,latin
5717,0.875,latin
5718,0.797,latin
5719,0.766,latin
5720,0.81,latin
5721,0.65,latin
5726,0.852,latin
5727,0.931,latin
5728,0.7,latin
5729,0.727,latin
6388,0.747,latin
6399,0.856,latin
6400,0.492,latin
6401,0.723,latin
6499,0.784,latin
6500,0.749,latin
6501,0.568,latin
6502,0.947,latin
6503,0.863,latin
6504,0.795,latin
6505,0.935,latin
6538,0.782,latin
6539,0.825,latin
6544,0.835,latin
6545,0.689,latin
6546,0.608,latin
6547,0.528,latin
6548,0.825,latin
6549,0.564,latin
6550,0.824,latin
6551,0.956,latin
6552,0.814,latin
6553,0.851,latin
6554,0.425,latin
6555,0.812,latin
6556,0.615,latin
6557,0.816,latin
6558,0.701,latin
6559,0.697,latin
6560,0.808,latin
6561,0.862,latin
6566,0.772,latin
6567,0.854,latin
6568,0.723,latin
6569,0.758,latin
6570,0.685,latin
6571,0.714,latin
6572,0.803,latin
6573,0.844,latin
6578,0.666,latin
6579,0.838,latin
6581,0.859,latin
6582,0.761,latin
6583,0.836,latin
6584,0.681,latin
6585,0.668,latin
6586,0.736,latin
6587,0.524,latin
6658,0.667,latin
6662,0.675,latin
6682,0.65,latin
6683,0.706,latin
6730,0.472,latin
6731,0.834,latin
6732,0.728,latin
6733,0.788,latin
6734,0.862,latin
6735,0.916,latin
6736,0.866,latin
6737,0.692,latin
6738,0.523,latin
6739,0.561,latin
6740,0.736,latin
6741,0.548,latin
6742,0.824,latin
6756,0.523,latin
6757,0.639,latin
6758,0.542,latin
6759,0.761,latin
6760,0.887,latin
6761,0.758,latin
6930,0.754,latin
6931,0.737,latin
6932,0.482,latin
6933,0.693,latin
6934,0.564,latin
6935,0.338,latin
6940,0.846,latin
6941,0.361,latin
6942,0.5,latin
6943,0.684,latin
6944,0.796,latin
6945,0.599,latin
6946,0.72,latin
6947,0.44,latin
6948,0.735,latin
6949,0.603,latin
6950,0.801,latin
6951,0.523,latin
6952,0.793,latin
6953,0.724,latin
6954,0.159,latin
6955,0.787,latin
6956,0.289,latin
6957,0.683,latin
6958,0.66,latin
6959,0.719,latin
6960,0.881,latin
6961,0.289,latin
6962,0.725,latin
6963,0.523,latin
6964,0.69,latin
6967,0.568,latin
6968,0.47,latin
6969,0.646,latin
6970,0.737,latin
6971,0.991,latin
6972,0.659,latin
6973,0.841,latin
6974,0.466,latin
6975,0.335,latin
6976,0.587,latin
6977,0.74,latin
6978,0.292,latin
6979,0.833,latin
6980,0.824,latin
7080,0.74,latin
7081,0.665,latin
7082,0.838,latin
7083,0.893,latin
7084,0.65,latin
7085,0.127,latin
7086,0.691,latin
7087,0.807,latin
7088,0.416,latin
7089,0.832,latin
7090,0.8,latin
7091,0.509,latin
7092,0.657,latin
7093,0.568,latin
7094,0.51,latin
7095,0.571,latin
7097,0.717,latin
7098,0.662,latin
7099,0.816,latin
7100,0.858,latin
7101,0.667,latin
7102,0.678,latin
7103,0.735,latin
7104,0.419,latin
7105,0.898,latin
7107,0.648,latin
7108,0.632,latin
7109,0.711,latin
7113,0.688,latin
7114,0.778,latin
7115,0.668,latin
7116,0.756,latin
7117,0.942,latin
7121,0.479,latin
7133,0.44,latin
7134,0.636,latin
7138,0.666,latin
7139,0.884,latin
7140,0.713,latin
7141,0.463,latin
7142,0.883,latin
7154,0.66,latin
7155,0.636,latin
7172,0.65,latin
7173,0.763,latin
7174,0.552,latin
7200,0.632,latin
7217,0.48,latin
7219,0.446,latin
7220,0.687,latin
7230,0.815,latin
7231,0.86,latin
7232,0.679,latin
7239,0.774,latin
7240,0.742,latin
7241,0.803,latin
7242,0.721,latin
7243,0.746,latin
7247,0.361,latin
7248,0.559,latin
7249,0.74,latin
7257,0.536,latin
7258,0.788,latin
7259,0.885,latin
7260,0.748,latin
7261,0.426,latin
7262,0.766,latin
7263,0.651,latin
7265,0.86,latin
7266,0.627,latin
7290,0.974,latin
7291,0.936,latin
7292,0.904,latin
7298,0.549,latin
7299,0.727,latin
7300,0.608,latin
7301,0.514,latin
7302,0.803,latin
7303,0.833,latin
7304,0.566,latin
7305,0.578,latin
7306,0.639,latin
7307,0.871,latin
7308,0.691,latin
7309,0.799,latin
7310,0.689,latin
7311,0.643,latin
7629,0.865,latin
7633,0.508,latin
7636,0.874,latin
7637,0.86,latin
7638,0.808,latin
7639,0.936,latin
7640,0.759,latin
7641,0.576,latin
7642,0.888,latin
7643,0.831,latin
7644,0.896,latin
7656,0.638,latin
7657,0.768,latin
7658,0.876,latin
7659,0.751,latin
7660,0.832,latin
7661,0.611,latin
7662,0.905,latin
7663,0.908,latin
7664,0.802,latin
7665,0.658,latin
7666,0.934,latin
7667,0.865,latin
7681,0.776,latin
7682,0.924,latin
7683,0.84,latin
7684,0.791,latin
7685,0.864,latin
7686,0.605,latin
7687,0.931,latin
7688,0.685,latin
7689,0.867,latin
7690,0.866,latin
7691,0.833,latin
7692,0.78,latin
7693,0.892,latin
7699,0.734,latin
7700,0.922,latin
7701,0.878,latin
7702,0.667,latin
7703,0.759,latin
7704,0.907,latin
7705,0.843,latin
7706,0.738,latin
7707,0.9,latin
7708,0.927,latin
7709,0.718,latin
7710,0.691,latin
