,danceability,playlist_genre
20040,0.719,edm
20041,0.781,edm
20042,0.801,edm
20043,0.807,edm
20044,0.659,edm
20045,0.694,edm
20046,0.646,edm
20047,0.716,edm
20048,0.676,edm
20049,0.784,edm
20050,0.713,edm
20051,0.502,edm
20052,0.713,edm
20053,0.571,edm
20054,0.864,edm
20055,0.802,edm
20056,0.619,edm
20057,0.693,edm
20058,0.499,edm
20059,0.784,edm
20060,0.822,edm
20061,0.699,edm
20062,0.846,edm
20063,0.755,edm
20064,0.779,edm
20065,0.664,edm
20066,0.626,edm
20067,0.733,edm
20068,0.861,edm
20069,0.808,edm
20070,0.762,edm
20071,0.73,edm
20072,0.815,edm
20073,0.737,edm
20074,0.893,edm
20075,0.845,edm
20076,0.656,edm
20077,0.804,edm
20078,0.573,edm
20079,0.725,edm
20080,0.598,edm
20081,0.753,edm
20082,0.564,edm
20083,0.853,edm
20084,0.922,edm
20085,0.664,edm
20086,0.742,edm
20087,0.637,edm
20088,0.729,edm
20089,0.678,edm
20090,0.708,edm
20091,0.73,edm
20092,0.631,edm
20093,0.663,edm
20094,0.537,edm
20095,0.836,edm
20096,0.814,edm
20097,0.718,edm
20098,0.625,edm
20099,0.687,edm
20100,0.307,edm
20101,0.863,edm
20102,0.653,edm
20103,0.675,edm
20104,0.855,edm
20105,0.688,edm
20106,0.718,edm
20107,0.766,edm
20108,0.718,edm
20109,0.805,edm
20110,0.611,edm
20111,0.489,edm
20112,0.793,edm
20113,0.882,edm
20114,0.595,edm
20115,0.72,edm
20116,0.62,edm
20117,0.533,edm
20118,0.626,edm
20119,0.658,edm
20120,0.689,edm
20121,0.674,edm
20122,0.707,edm
20123,0.594,edm
20124,0.684,edm
20125,0.621,edm
20126,0.758,edm
20127,0.824,edm
20128,0.48,edm
20129,0.652,edm
20130,0.75,edm
20131,0.67,edm
20132,0.776,edm
20133,0.667,edm
20134,0.7,edm
20135,0.631,edm
20136,0.646,edm
20137,0.74,edm
20138,0.579,edm
20139,0.738,edm
20140,0.641,edm
20141,0.48,edm
20142,0.77,edm
20143,0.39,edm
20144,0.59,edm
20145,0.725,edm
20146,0.901,edm
20147,0.903,edm
20148,0.798,edm
20149,0.783,edm
20150,0.772,edm
20156,0.927,edm
20157,0.701,edm
20158,0.805,edm
20159,0.815,edm
20160,0.885,edm
20161,0.713,edm
20162,0.717,edm
20164,0.816,edm
20165,0.707,edm
20166,0.789,edm
20167,0.87,edm
20168,0.656,edm
20169,0.651,edm
20170,0.793,edm
20171,0.642,edm
20172,0.568,edm
20174,0.589,edm
20175,0.784,edm
20176,0.805,edm
20177,0.777,edm
20178,0.701,edm
20179,0.924,edm
20180,0.779,edm
20197,0.599,edm
20205,0.891,edm
20206,0.569,edm
20207,0.83,edm
20208,0.709,edm
20209,0.656,edm
20210,0.545,edm
20211,0.739,edm
20214,0.8,edm
20215,0.69,edm
20216,0.674,edm
20217,0.875,edm
20218,0.71,edm
20219,0.699,edm
20220,0.821,edm
20221,0.829,edm
20222,0.884,edm
20223,0.783,edm
20224,0.794,edm
20225,0.789,edm
20226,0.641,edm
20227,0.75,edm
20228,0.674,edm
20229,0.553,edm
20230,0.725,edm
20231,0.759,edm
20232,0.627,edm
20233,0.501,edm
20234,0.823,edm
20235,0.641,edm
20236,0.634,edm
20237,0.69,edm
20238,0.658,edm
20239,0.838,edm
20240,0.743,edm
20241,0.607,edm
20242,0.843,edm
20243,0.805,edm
20244,0.659,edm
20245,0.689,edm
20246,0.662,edm
20247,0.816,edm
20248,0.853,edm
20249,0.844,edm
20250,0.454,edm
20251,0.704,edm
20252,0.727,edm
20253,0.72,edm
20254,0.644,edm
20255,0.715,edm
20256,0.734,edm
20257,0.789,edm
20258,0.783,edm
20259,0.719,edm
20260,0.766,edm
20261,0.696,edm
20262,0.77,edm
20263,0.648,edm
20264,0.704,edm
20265,0.681,edm
20267,0.95,edm
20268,0.663,edm
20269,0.879,edm
20270,0.606,edm
20271,0.7,edm
20272,0.71,edm
20273,0.842,edm
20274,0.787,edm
20275,0.662,edm
20276,0.753,edm
20277,0.736,edm
20278,0.77,edm
20279,0.725,edm
20280,0.88,edm
20281,0.827,edm
20282,0.86,edm
20283,0.808,edm
20284,0.733,edm
20285,0.871,edm
20286,0.834,edm
20287,0.722,edm
20288,0.83,edm
20289,0.649,edm
20290,0.739,edm
20291,0.855,edm
20292,0.972,edm
20293,0.813,edm
20294,0.766,edm
20295,0.767,edm
20296,0.767,edm
20297,0.695,edm
20298,0.964,edm
20299,0.795,edm
20300,0.801,edm
20301,0.832,edm
20302,0.874,edm
20303,0.939,edm
20304,0.893,edm
20305,0.793,edm
20306,0.761,edm
20307,0.79,edm
20308,0.924,edm
20309,0.981,edm
20310,0.857,edm
20311,0.834,edm
20312,0.868,edm
20313,0.706,edm
20314,0.804,edm
20315,0.819,edm
20316,0.881,edm
20317,0.824,edm
20318,0.795,edm
20319,0.813,edm
20320,0.74,edm
20321,0.611,edm
20322,0.675,edm
20323,0.732,edm
20324,0.707,edm
20325,0.869,edm
20326,0.871,edm
20327,0.72,edm
20328,0.874,edm
20329,0.889,edm
20330,0.716,edm
20331,0.867,edm
20332,0.888,edm
20333,0.713,edm
20334,0.952,edm
20335,0.666,edm
20336,0.876,edm
20337,0.805,edm
20338,0.88,edm
20339,0.75,edm
20340,0.774,edm
20341,0.806,edm
20342,0.733,edm
20343,0.694,edm
20344,0.52,edm
20345,0.894,edm
20346,0.834,edm
20347,0.845,edm
20348,0.842,edm
20349,0.819,edm
20350,0.848,edm
20351,0.945,edm
20352,0.784,edm
20353,0.904,edm
20354,0.85,edm
20355,0.939,edm
20356,0.749,edm
20357,0.798,edm
20358,0.715,edm
20359,0.918,edm
20360,0.762,edm
20361,0.974,edm
20362,0.75,edm
20363,0.864,edm
20369,0.931,edm
20373,0.744,edm
20376,0.672,edm
20377,0.771,edm
20378,0.82,edm
20379,0.844,edm
20380,0.769,edm
20381,0.742,edm
20382,0.825,edm
20383,0.708,edm
20384,0.869,edm
20385,0.705,edm
20386,0.824,edm
20387,0.842,edm
20388,0.888,edm
20389,0.877,edm
20390,0.658,edm
20391,0.882,edm
20392,0.742,edm
20393,0.666,edm
20394,0.717,edm
20395,0.939,edm
20396,0.861,edm
20397,0.734,edm
20398,0.74,edm
20399,0.962,edm
20400,0.97,edm
20401,0.774,edm
20402,0.612,edm
20403,0.816,edm
20404,0.871,edm
20405,0.72,edm
20406,0.733,edm
20408,0.859,edm
20409,0.816,edm
20410,0.773,edm
20411,0.931,edm
20412,0.95,edm
20413,0.855,edm
20414,0.879,edm
20424,0.684,edm
20431,0.803,edm
20441,0.602,edm
20449,0.672,edm
20450,0.648,edm
20451,0.773,edm
20452,0.69,edm
20453,0.546,edm
20454,0.661,edm
20455,0.655,edm
20456,0.574,edm
20457,0.34,edm
20458,0.787,edm
20459,0.627,edm
20460,0.761,edm
20461,0.668,edm
20462,0.738,edm
20463,0.675,edm
20464,0.777,edm
20465,0.734,edm
20466,0.76,edm
20467,0.755,edm
20468,0.363,edm
20469,0.66,edm
20470,0.603,edm
20471,0.756,edm
20473,0.81,edm
20474,0.853,edm
20475,0.789,edm
20476,0.552,edm
20477,0.511,edm
20478,0.642,edm
20538,0.723,edm
21118,0.564,edm
21119,0.587,edm
21120,0.333,edm
21121,0.825,edm
21122,0.664,edm
21123,0.475,edm
21124,0.717,edm
21125,0.504,edm
21126,0.705,edm
21127,0.744,edm
21128,0.671,edm
21129,0.572,edm
21130,0.916,edm
21131,0.67,edm
21132,0.619,edm
21133,0.651,edm
21134,0.603,edm
21135,0.745,edm
21136,0.709,edm
21137,0.584,edm
21138,0.682,edm
21139,0.522,edm
21140,0.44,edm
21141,0.735,edm
21142,0.735,edm
21143,0.732,edm
21144,0.797,edm
21145,0.535,edm
21146,0.795,edm
21147,0.873,edm
21148,0.722,edm
21149,0.619,edm
21150,0.741,edm
21151,0.591,edm
21152,0.712,edm
21153,0.616,edm
21154,0.733,edm
21155,0.639,edm
21156,0.64,edm
21157,0.759,edm
21158,0.689,edm
21159,0.738,edm
21160,0.561,edm
21161,0.687,edm
21162,0.752,edm
21163,0.639,edm
21164,0.691,edm
21165,0.813,edm
21166,0.665,edm
21167,0.719,edm
21168,0.576,edm
21169,0.945,edm
22182,0.482,edm
22183,0.803,edm
22184,0.794,edm
22185,0.579,edm
22186,0.762,edm
22187,0.459,edm
22188,0.726,edm
22189,0.522,edm
22190,0.595,edm
22191,0.529,edm
22192,0.886,edm
22193,0.883,edm
22194,0.508,edm
22195,0.498,edm
22196,0.557,edm
22197,0.458,edm
22198,0.722,edm
22201,0.531,edm
22202,0.798,edm
22203,0.615,edm
22204,0.769,edm
22205,0.485,edm
22206,0.731,edm
22207,0.862,edm
22208,0.673,edm
22209,0.742,edm
22210,0.615,edm
22211,0.519,edm
22212,0.784,edm
22384,0.693,edm
22385,0.598,edm
22386,0.511,edm
22392,0.693,edm
22393,0.694,edm
22394,0.809,edm
22395,0.654,edm
22396,0.726,edm
22397,0.805,edm
22398,0.474,edm
22399,0.748,edm
22400,0.648,edm
22401,0.78,edm
22402,0.699,edm
22403,0.666,edm
22404,0.705,edm
22405,0.596,edm
22406,0.683,edm
22407,0.666,edm
22408,0.676,edm
22409,0.599,edm
22410,0.65,edm
22411,0.577,edm
22412,0.755,edm
22413,0.582,edm
22414,0.707,edm
22415,0.584,edm
22416,0.671,edm
22417,0.576,edm
22418,0.673,edm
22419,0.763,edm
22420,0.749,edm
22421,0.646,edm
22422,0.601,edm
22423,0.778,edm
22424,0.264,edm
22425,0.599,edm
22426,0.737,edm
22427,0.539,edm
22428,0.92,edm
22429,0.637,edm
22430,0.74,edm
22431,0.623,edm
22432,0.675,edm
22433,0.667,edm
22434,0.656,edm
22435,0.668,edm
22436,0.625,edm
22437,0.729,edm
22438,0.474,edm
22439,0.695,edm
22440,0.828,edm
22441,0.839,edm
22442,0.635,edm
22443,0.489,edm
22444,0.796,edm
22445,0.606,edm
22446,0.604,edm
22447,0.645,edm
22448,0.46,edm
22449,0.621,edm
22450,0.531,edm
22451,0.742,edm
22452,0.669,edm
22453,0.542,edm
22454,0.485,edm
22455,0.809,edm
22456,0.614,edm
22457,0.818,edm
22458,0.67,edm
22459,0.674,edm
22460,0.514,edm
22461,0.653,edm
22462,0.785,edm
22463,0.771,edm
22464,0.784,edm
22465,0.456,edm
22466,0.739,edm
22467,0.886,edm
22468,0.661,edm
22469,0.574,edm
22470,0.762,edm
22471,0.62,edm
22472,0.71,edm
22473,0.905,edm
22474,0.452,edm
22475,0.632,edm
22476,0.83,edm
22477,0.746,edm
22478,0.601,edm
22479,0.545,edm
22480,0.671,edm
22481,0.769,edm
22482,0.677,edm
22483,0.82,edm
22484,0.713,edm
22485,0.746,edm
22486,0.479,edm
22487,0.822,edm
22488,0.605,edm
22489,0.422,edm
22490,0.553,edm
22491,0.686,edm
22492,0.721,edm
22493,0.691,edm
22494,0.532,edm
22495,0.973,edm
22496,0.565,edm
22497,0.797,edm
18,0.624,latin
19,0.663,latin
22,0.7,latin
23,0.953,latin
32,0.812,latin
33,0.691,latin
34,0.823,latin
35,0.728,latin
36,0.713,latin
37,0.428,latin
39,0.785,latin
40,0.695,latin
41,0.782,latin
48,0.856,latin
139,0.157,latin
140,0.16,latin
141,0.418,latin
142,0.444,latin
143,0.311,latin
145,0.176,latin
146,0.0787,latin
147,0.318,latin
148,0.226,latin
149,0.287,latin
150,0.135,latin
154,0.141,latin
155,0.211,latin
158,0.228,latin
160,0.14,latin
162,0.0771,latin
206,0.604,latin
207,0.765,latin
208,0.692,latin
209,0.814,latin
210,0.582,latin
214,0.696,latin
222,0.724,latin
223,0.652,latin
224,0.585,latin
225,0.469,latin
226,0.789,latin
232,0.871,latin
233,0.768,latin
257,0.81,latin
258,0.887,latin
259,0.571,latin
260,0.445,latin
261,0.686,latin
262,0.693,latin
263,0.793,latin
264,0.7,latin
265,0.775,latin
267,0.755,latin
269,0.742,latin
270,0.359,latin
271,0.802,latin
272,0.619,latin
341,0.682,latin
342,0.816,latin
343,0.979,latin
344,0.864,latin
345,0.695,latin
346,0.652,latin
352,0.45,latin
353,0.723,latin
354,0.662,latin
355,0.824,latin
356,0.8,latin
357,0.823,latin
359,0.754,latin
360,0.831,latin
361,0.829,latin
387,0.752,latin
388,0.811,latin
396,0.658,latin
397,0.519,latin
406,0.651,latin
407,0.661,latin
408,0.622,latin
409,0.433,latin
410,0.644,latin
411,0.637,latin
412,0.736,latin
416,0.762,latin
417,0.435,latin
418,0.719,latin
419,0.83,latin
429,0.595,latin
430,0.75,latin
511,0.788,latin
512,0.828,latin
513,0.734,latin
514,0.583,latin
515,0.869,latin
516,0.781,latin
520,0.677,latin
526,0.752,latin
527,0.836,latin
528,0.817,latin
529,0.698,latin
530,0.759,latin
531,0.806,latin
532,0.692,latin
543,0.817,latin
544,0.76,latin
545,0.761,latin
551,0.757,latin
554,0.774,latin
555,0.871,latin
560,0.766,latin
561,0.792,latin
562,0.849,latin
563,0.872,latin
564,0.782,latin
566,0.843,latin
567,0.814,latin
568,0.594,latin
581,0.769,latin
645,0.535,latin
646,0.68,latin
647,0.835,latin
648,0.609,latin
649,0.799,latin
650,0.868,latin
651,0.904,latin
652,0.926,latin
653,0.906,latin
654,0.764,latin
656,0.505,latin
657,0.412,latin
658,0.797,latin
659,0.651,latin
660,0.786,latin
661,0.796,latin
662,0.529,latin
663,0.867,latin
664,0.859,latin
799,0.592,latin
800,0.698,latin
801,0.685,latin
807,0.701,latin
808,0.556,latin
809,0.499,latin
810,0.711,latin
811,0.394,latin
812,0.808,latin
813,0.665,latin
815,0.868,latin
818,0.534,latin
833,0.423,latin
834,0.787,latin
835,0.784,latin
836,0.795,latin
837,0.864,latin
838,0.937,latin
839,0.903,latin
840,0.795,latin
847,0.904,latin
856,0.506,latin
857,0.711,latin
858,0.715,latin
859,0.819,latin
860,0.846,latin
861,0.751,latin
862,0.842,latin
863,0.859,latin
864,0.749,latin
865,0.771,latin
866,0.844,latin
867,0.648,latin
868,0.612,latin
870,0.667,latin
871,0.81,latin
872,0.817,latin
873,0.679,latin
874,0.597,latin
875,0.683,latin
876,0.844,latin
877,0.769,latin
878,0.779,latin
879,0.766,latin
885,0.773,latin
886,0.734,latin
887,0.753,latin
888,0.752,latin
889,0.801,latin
890,0.842,latin
891,0.609,latin
892,0.868,latin
893,0.941,latin
894,0.732,latin
895,0.736,latin
907,0.742,latin
908,0.768,latin
923,0.783,latin
931,0.59,latin
932,0.751,latin
933,0.778,latin
934,0.785,latin
935,0.704,latin
963,0.727,latin
964,0.702,latin
965,0.866,latin
966,0.827,latin
967,0.83,latin
968,0.801,latin
969,0.799,latin
970,0.752,latin
979,0.565,latin
980,0.741,latin
981,0.706,latin
982,0.702,latin
983,0.786,latin
984,0.774,latin
985,0.447,latin
986,0.585,latin
987,0.81,latin
988,0.715,latin
996,0.812,latin
997,0.857,latin
998,0.787,latin
999,0.776,latin
1001,0.727,latin
1002,0.71,latin
1013,0.733,latin
1014,0.903,latin
1018,0.84,latin
1045,0.793,latin
1046,0.75,latin
1047,0.749,latin
1068,0.846,latin
1069,0.769,latin
1085,0.684,latin
1086,0.642,latin
1087,0.775,latin
1101,0.764,latin
1102,0.707,latin
1103,0.717,latin
1113,0.542,latin
1114,0.776,latin
1122,0.761,latin
1126,0.789,latin
1127,0.758,latin
1128,0.783,latin
1133,0.475,latin
1134,0.729,latin
1135,0.568,latin
1136,0.77,latin
1149,0.852,latin
1150,0.693,latin
1151,0.877,latin
1160,0.685,latin
1173,0.799,latin
1174,0.72,latin
1175,0.861,latin
1177,0.669,latin
1178,0.81,latin
1180,0.743,latin
1181,0.809,latin
1182,0.676,latin
1183,0.794,latin
1184,0.746,latin
1186,0.579,latin
1187,0.876,latin
1189,0.813,latin
1190,0.757,latin
1191,0.724,latin
1204,0.758,latin
1206,0.648,latin
1208,0.792,latin
1209,0.769,latin
1210,0.848,latin
1211,0.681,latin
1213,0.789,latin
1214,0.78,latin
1216,0.826,latin
1217,0.733,latin
1218,0.672,latin
1222,0.861,latin
1223,0.54,latin
1226,0.604,latin
1227,0.535,latin
1234,0.498,latin
1235,0.791,latin
1236,0.715,latin
1237,0.821,latin
1238,0.758,latin
1239,0.547,latin
1240,0.74,latin
1241,0.703,latin
1242,0.451,latin
1243,0.617,latin
1244,0.677,latin
1245,0.674,latin
1246,0.605,latin
1247,0.724,latin
1248,0.577,latin
1249,0.624,latin
1250,0.77,latin
1251,0.578,latin
1252,0.502,latin
1253,0.564,latin
1254,0.576,latin
1255,0.64,latin
1256,0.735,latin
1271,0.805,latin
1272,0.744,latin
1273,0.7,latin
1274,0.813,latin
1275,0.668,latin
1276,0.757,latin
1277,0.733,latin
1278,0.731,latin
1279,0.782,latin
1280,0.694,latin
1281,0.756,latin
1282,0.778,latin
1283,0.777,latin
1284,0.361,latin
1285,0.79,latin
1286,0.614,latin
1287,0.84,latin
1288,0.882,latin
1290,0.758,latin
1291,0.731,latin
1294,0.821,latin
1295,0.783,latin
1296,0.715,latin
1297,0.86,latin
1298,0.772,latin
1299,0.38,latin
1300,0.403,latin
1301,0.375,latin
1302,0.711,latin
1305,0.774,latin
1306,0.797,latin
1307,0.746,latin
1308,0.8,latin
1309,0.708,latin
1310,0.842,latin
1313,0.564,latin
1314,0.909,latin
1329,0.744,latin
1335,0.727,latin
1336,0.838,latin
1339,0.887,latin
1355,0.729,latin
1356,0.704,latin
1357,0.718,latin
1358,0.702,latin
1359,0.821,latin
1360,0.771,latin
1361,0.752,latin
1362,0.748,latin
1363,0.857,latin
1364,0.663,latin
1365,0.718,latin
1385,0.742,latin
1386,0.698,latin
1387,0.65,latin
1388,0.578,latin
1389,0.568,latin
1390,0.818,latin
1391,0.756,latin
1392,0.637,latin
1393,0.47,latin
1394,0.355,latin
1395,0.808,latin
1396,0.676,latin
1397,0.696,latin
1398,0.884,latin
1399,0.791,latin
1447,0.678,latin
1462,0.646,latin
1463,0.719,latin
1471,0.635,latin
1472,0.722,latin
1473,0.74,latin
1478,0.743,latin
1489,0.715,latin
1491,0.783,latin
1604,0.766,latin
1605,0.726,latin
1606,0.734,latin
1617,0.646,latin
1621,0.716,latin
1622,0.728,latin
1623,0.489,latin
1624,0.794,latin
1625,0.713,latin
1626,0.667,latin
1627,0.684,latin
1628,0.72,latin
1629,0.597,latin
1630,0.714,latin
1631,0.803,latin
1632,0.783,latin
1633,0.69,latin
1634,0.767,latin
1643,0.827,latin
1644,0.573,latin
1645,0.655,latin
1646,0.415,latin
1647,0.504,latin
1648,0.643,latin
1655,0.622,latin
1656,0.67,latin
1663,0.25,latin
1664,0.663,latin
1665,0.687,latin
1666,0.428,latin
1667,0.565,latin
1668,0.703,latin
1669,0.679,latin
1670,0.705,latin
1671,0.397,latin
1672,0.419,latin
1673,0.665,latin
1677,0.671,latin
1678,0.62,latin
1679,0.724,latin
1680,0.778,latin
1681,0.85,latin
1682,0.619,latin
1683,0.593,latin
1684,0.769,latin
1685,0.779,latin
1686,0.772,latin
1687,0.783,latin
1688,0.853,latin
1689,0.741,latin
1692,0.858,latin
1693,0.656,latin
1694,0.722,latin
1695,0.714,latin
1696,0.876,latin
1697,0.792,latin
1698,0.866,latin
1699,0.662,latin
1703,0.869,latin
1704,0.797,latin
1705,0.818,latin
1706,0.651,latin
1707,0.793,latin
1708,0.809,latin
1709,0.822,latin
1710,0.762,latin
1711,0.699,latin
1712,0.7,latin
1713,0.461,latin
1714,0.739,latin
1715,0.851,latin
1716,0.517,latin
1717,0.703,latin
1718,0.515,latin
1719,0.752,latin
1720,0.794,latin
1721,0.821,latin
1722,0.779,latin
1723,0.726,latin
1724,0.642,latin
1725,0.802,latin
1726,0.598,latin
1727,0.78,latin
1728,0.75,latin
1729,0.861,latin
1730,0.723,latin
1731,0.604,latin
1732,0.87,latin
1741,0.64,latin
1749,0.754,latin
1750,0.776,latin
1751,0.853,latin
1752,0.805,latin
1753,0.713,latin
1754,0.853,latin
1755,0.679,latin
1756,0.739,latin
1758,0.727,latin
1759,0.456,latin
1760,0.683,latin
1761,0.742,latin
1762,0.387,latin
1763,0.738,latin
1764,0.704,latin
1766,0.77,latin
1767,0.676,latin
1768,0.592,latin
1769,0.892,latin
1770,0.789,latin
1786,0.671,latin
1787,0.753,latin
1788,0.735,latin
1789,0.739,latin
1799,0.731,latin
1800,0.691,latin
1801,0.7,latin
1825,0.585,latin
1826,0.57,latin
1827,0.736,latin
1828,0.741,latin
1829,0.664,latin
1830,0.755,latin
1832,0.691,latin
1833,0.788,latin
1834,0.686,latin
1835,0.591,latin
1836,0.747,latin
1842,0.531,latin
1843,0.81,latin
1844,0.731,latin
1845,0.707,latin
1846,0.447,latin
1857,0.732,latin
1858,0.368,latin
1859,0.608,latin
1863,0.765,latin
1864,0.525,latin
1865,0.407,latin
1866,0.805,latin
1867,0.524,latin
1868,0.747,latin
1869,0.736,latin
1870,0.653,latin
1871,0.756,latin
1872,0.708,latin
1873,0.463,latin
1877,0.691,latin
1879,0.712,latin
1880,0.682,latin
1881,0.628,latin
1882,0.685,latin
1883,0.57,latin
1884,0.856,latin
1885,0.662,latin
1886,0.687,latin
1887,0.752,latin
1888,0.644,latin
1889,0.707,latin
1907,0.735,latin
1908,0.644,latin
1909,0.887,latin
1910,0.404,latin
1911,0.341,latin
1912,0.712,latin
1913,0.733,latin
1914,0.397,latin
1915,0.645,latin
1916,0.743,latin
1917,0.815,latin
1918,0.627,latin
1919,0.697,latin
1920,0.574,latin
1921,0.585,latin
1922,0.667,latin
1923,0.646,latin
1924,0.535,latin
1925,0.731,latin
1926,0.677,latin
1927,0.441,latin
1929,0.798,latin
1945,0.51,latin
1946,0.748,latin
1947,0.716,latin
1948,0.673,latin
2069,0.685,latin
2078,0.716,latin
2079,0.438,latin
2080,0.782,latin
2081,0.892,latin
2082,0.377,latin
2083,0.827,latin
2084,0.657,latin
2085,0.554,latin
2086,0.801,latin
2087,0.577,latin
2088,0.75,latin
2089,0.681,latin
2090,0.63,latin
2091,0.552,latin
2092,0.376,latin
2093,0.685,latin
2094,0.613,latin
2095,0.731,latin
2096,0.604,latin
2097,0.754,latin
2098,0.781,latin
2099,0.65,latin
2100,0.788,latin
2101,0.875,latin
2102,0.765,latin
2103,0.333,latin
2104,0.596,latin
2105,0.857,latin
2106,0.605,latin
2107,0.746,latin
2108,0.407,latin
2109,0.454,latin
2110,0.532,latin
2111,0.222,latin
2112,0.575,latin
2113,0.524,latin
2128,0.752,latin
2129,0.777,latin
2194,0.61,latin
2195,0.745,latin
2217,0.664,latin
2218,0.701,latin
2219,0.611,latin
2220,0.764,latin
2230,0.515,latin
2231,0.872,latin
2273,0.458,latin
2284,0.755,latin
2285,0.741,latin
2287,0.851,latin
2288,0.866,latin
2289,0.631,latin
2290,0.747,latin
2291,0.648,latin
2292,0.592,latin
2293,0.638,latin
2294,0.774,latin
2295,0.728,latin
2296,0.661,latin
2297,0.705,latin
2298,0.727,latin
2299,0.594,latin
2300,0.73,latin
2301,0.723,latin
2302,0.675,latin
2303,0.708,latin
2304,0.728,latin
2315,0.742,latin
2316,0.624,latin
2317,0.683,latin
2346,0.754,latin
2347,0.566,latin
2354,0.627,latin
2355,0.733,latin
2637,0.748,latin
2823,0.666,latin
3027,0.835,latin
3038,0.909,latin
3075,0.48,latin
3096,0.669,latin
3097,0.61,latin
3098,0.766,latin
3099,0.738,latin
3100,0.704,latin
3101,0.718,latin
3102,0.606,latin
3103,0.872,latin
3104,0.675,latin
3105,0.719,latin
3106,0.61,latin
3108,0.394,latin
3109,0.544,latin
3110,0.621,latin
3111,0.376,latin
3112,0.691,latin
3113,0.58,latin
3117,0.743,latin
3123,0.696,latin
3124,0.745,latin
3125,0.878,latin
3126,0.755,latin
3147,0.679,latin
3148,0.798,latin
3150,0.855,latin
3151,0.772,latin
3152,0.74,latin
3153,0.827,latin
3155,0.889,latin
3157,0.701,latin
3158,0.763,latin
3159,0.803,latin
3160,0.608,latin
3161,0.776,latin
3162,0.766,latin
3163,0.702,latin
3164,0.802,latin
3165,0.637,latin
3532,0.493,latin
3533,0.558,latin
3534,0.524,latin
3535,0.61,latin
3536,0.761,latin
3537,0.713,latin
3538,0.636,latin
3539,0.479,latin
3540,0.66,latin
3541,0.809,latin
3542,0.676,latin
3543,0.669,latin
3544,0.8,latin
3545,0.769,latin
3555,0.678,latin
3583,0.658,latin
3584,0.857,latin
3585,0.768,latin
3586,0.903,latin
3587,0.775,latin
3588,0.636,latin
3598,0.676,latin
3599,0.47,latin
3600,0.641,latin
3601,0.844,latin
3603,0.672,latin
3604,0.751,latin
3605,0.313,latin
3606,0.677,latin
3607,0.383,latin
3608,0.394,latin
3609,0.677,latin
3610,0.59,latin
3611,0.653,latin
3614,0.788,latin
3615,0.576,latin
3629,0.762,latin
3639,0.791,latin
3640,0.657,latin
3641,0.694,latin
3644,0.822,latin
3655,0.654,latin
3657,0.822,latin
3658,0.882,latin
3659,0.362,latin
3660,0.719,latin
3661,0.871,latin
3662,0.6,latin
3663,0.731,latin
3664,0.653,latin
3665,0.769,latin
3666,0.814,latin
3667,0.752,latin
3669,0.434,latin
3670,0.718,latin
3671,0.808,latin
3672,0.673,latin
3673,0.788,latin
3674,0.458,latin
3675,0.551,latin
3676,0.674,latin
3677,0.652,latin
3678,0.419,latin
3679,0.558,latin
3692,0.621,latin
3694,0.474,latin
3708,0.882,latin
3721,0.857,latin
3731,0.791,latin
3732,0.752,latin
3733,0.843,latin
3734,0.817,latin
3735,0.777,latin
3777,0.838,latin
3782,0.759,latin
3783,0.738,latin
3784,0.778,latin
3785,0.49,latin
3786,0.861,latin
3787,0.658,latin
3789,0.773,latin
3790,0.747,latin
3791,0.798,latin
3792,0.6,latin
3795,0.719,latin
3796,0.732,latin
3797,0.384,latin
3798,0.684,latin
3799,0.802,latin
3815,0.737,latin
3842,0.736,latin
3846,0.786,latin
3847,0.615,latin
3848,0.75,latin
3851,0.84,latin
3852,0.889,latin
3853,0.845,latin
3854,0.593,latin
3855,0.685,latin
4328,0.681,latin
4329,0.823,latin
4368,0.797,latin
4369,0.786,latin
4370,0.69,latin
4371,0.683,latin
4372,0.81,latin
4373,0.803,latin
4374,0.744,latin
4375,0.743,latin
4376,0.804,latin
4377,0.816,latin
4378,0.816,latin
4379,0.857,latin
4380,0.781,latin
4381,0.826,latin
4382,0.826,latin
4383,0.618,latin
4384,0.747,latin
4385,0.767,latin
4386,0.798,latin
4394,0.818,latin
4395,0.671,latin
4396,0.766,latin
4945,0.771,latin
4946,0.863,latin
4947,0.601,latin
4948,0.838,latin
4949,0.709,latin
4956,0.84,latin
4957,0.822,latin
4958,0.881,latin
4959,0.81,latin
4960,0.676,latin
4961,0.645,latin
4962,0.757,latin
4963,0.853,latin
4964,0.742,latin
4966,0.809,latin
4967,0.775,latin
4968,0.832,latin
4969,0.654,latin
4970,0.849,latin
4971,0.772,latin
4986,0.715,latin
4987,0.643,latin
4988,0.789,latin
4991,0.736,latin
5012,0.691,latin
5013,0.77,latin
5014,0.756,latin
5015,0.569,latin
5016,0.886,latin
5017,0.781,latin
5018,0.856,latin
5019,0.838,latin
5021,0.733,latin
5022,0.76,latin
5023,0.772,latin
5024,0.714,latin
5025,0.836,latin
5026,0.767,latin
5027,0.697,latin
5045,0.797,latin
5046,0.711,latin
5047,0.757,latin
5072,0.622,latin
5088,0.722,latin
5089,0.823,latin
5090,0.713,latin
5092,0.8,latin
5093,0.701,latin
5094,0.713,latin
5100,0.839,latin
5101,0.792,latin
5102,0.843,latin
5103,0.813,latin
5104,0.801,latin
5105,0.771,latin
5106,0.654,latin
5107,0.672,latin
5123,0.756,latin
5346,0.879,latin
5347,0.756,latin
