,valence,playlist_genre
13456,0.544,edm
13457,0.152,edm
13458,0.591,edm
13459,0.478,edm
13460,0.282,edm
13537,0.376,edm
13538,0.302,edm
13539,0.365,edm
13553,0.491,edm
13554,0.288,edm
13555,0.939,edm
13556,0.316,edm
13557,0.463,edm
13558,0.0895,edm
13559,0.612,edm
13560,0.357,edm
13561,0.648,edm
13562,0.184,edm
13563,0.143,edm
13564,0.689,edm
13565,0.542,edm
13566,0.199,edm
13567,0.138,edm
13568,0.302,edm
13569,0.294,edm
13570,0.398,edm
13571,0.344,edm
13572,0.458,edm
13573,0.215,edm
13574,0.657,edm
13575,0.914,edm
13576,0.385,edm
13577,0.526,edm
13578,0.695,edm
13579,0.23,edm
13580,0.172,edm
13581,0.131,edm
13582,0.366,edm
13583,0.0632,edm
13584,0.282,edm
13585,0.426,edm
13586,0.405,edm
13587,0.231,edm
13588,0.68,edm
13589,0.794,edm
13590,0.208,edm
13591,0.0986,edm
13592,0.563,edm
13593,0.424,edm
13594,0.394,edm
13595,0.379,edm
13596,0.481,edm
13597,0.338,edm
13598,0.75,edm
13599,0.544,edm
13600,0.248,edm
13601,0.107,edm
13602,0.416,edm
13603,0.078,edm
13604,0.494,edm
13605,0.266,edm
13606,0.371,edm
13607,0.0465,edm
13608,0.132,edm
13609,0.475,edm
13610,0.427,edm
13611,0.358,edm
13612,0.381,edm
13613,0.153,edm
13614,0.347,edm
13615,0.0577,edm
13616,0.365,edm
13617,0.181,edm
13618,0.0954,edm
13619,0.239,edm
13620,0.32,edm
13621,0.342,edm
13622,0.259,edm
13623,0.134,edm
13624,0.662,edm
13625,0.441,edm
13626,0.538,edm
13627,0.343,edm
13628,0.366,edm
13629,0.542,edm
13630,0.616,edm
13631,0.501,edm
13632,0.322,edm
13633,0.72,edm
13634,0.705,edm
13635,0.522,edm
13636,0.702,edm
13637,0.256,edm
13638,0.407,edm
13641,0.454,edm
13642,0.767,edm
13648,0.43,edm
13649,0.289,edm
13650,0.233,edm
13651,0.479,edm
13652,0.4,edm
13653,0.432,edm
13727,0.332,edm
13728,0.615,edm
13729,0.444,edm
13730,0.716,edm
13731,0.542,edm
13732,0.437,edm
13739,0.758,edm
13740,0.526,edm
13741,0.778,edm
13742,0.441,edm
13743,0.384,edm
13744,0.607,edm
13745,0.342,edm
13746,0.724,edm
13747,0.672,edm
13748,0.198,edm
13749,0.464,edm
13750,0.657,edm
13751,0.606,edm
13752,0.458,edm
13753,0.195,edm
13754,0.877,edm
13755,0.62,edm
13756,0.403,edm
13757,0.576,edm
13758,0.523,edm
13759,0.335,edm
13760,0.347,edm
13761,0.243,edm
13762,0.0823,edm
13763,0.165,edm
13764,0.239,edm
13765,0.604,edm
13766,0.0358,edm
13767,0.159,edm
13768,0.594,edm
13769,0.428,edm
13770,0.356,edm
13771,0.791,edm
13772,0.57,edm
13773,0.372,edm
13774,0.207,edm
13775,0.584,edm
13776,0.308,edm
13777,0.292,edm
13778,0.289,edm
13779,0.94,edm
13780,0.64,edm
13781,0.502,edm
13782,0.437,edm
13784,0.479,edm
13785,0.0786,edm
13786,0.745,edm
13787,0.339,edm
13788,0.0476,edm
13796,0.217,edm
13854,0.348,edm
13855,0.0375,edm
13856,0.239,edm
13857,0.449,edm
13858,0.0631,edm
13859,0.126,edm
13860,0.287,edm
13861,0.633,edm
13862,0.304,edm
13863,0.257,edm
13864,0.243,edm
13865,0.52,edm
13866,0.194,edm
13881,0.208,edm
13882,0.336,edm
13883,0.518,edm
13884,0.769,edm
13885,0.178,edm
13886,0.452,edm
13887,0.179,edm
13888,0.545,edm
13889,0.236,edm
13890,0.665,edm
13891,0.13,edm
13892,0.775,edm
13893,0.606,edm
13894,0.343,edm
13895,0.775,edm
13896,0.394,edm
13897,0.474,edm
13898,0.114,edm
13899,0.167,edm
13900,0.179,edm
13901,0.643,edm
13902,0.274,edm
13903,0.331,edm
13904,0.426,edm
13905,0.423,edm
13906,0.283,edm
13907,0.458,edm
13908,0.196,edm
13909,0.54,edm
13910,0.0465,edm
13911,0.529,edm
13912,0.81,edm
13913,0.513,edm
13914,0.2,edm
13915,0.603,edm
13916,0.421,edm
13917,0.879,edm
13918,0.395,edm
13919,0.451,edm
13920,0.318,edm
13921,0.344,edm
13922,0.564,edm
13923,0.217,edm
13924,0.468,edm
13925,0.27,edm
13926,0.573,edm
13927,0.601,edm
13928,0.416,edm
13929,0.421,edm
13930,0.378,edm
13931,0.159,edm
13932,0.671,edm
13933,0.761,edm
13934,0.503,edm
13935,0.131,edm
13936,0.499,edm
13937,0.324,edm
13938,0.748,edm
13939,0.348,edm
13940,0.646,edm
13941,0.798,edm
13942,0.679,edm
13943,0.586,edm
13944,0.43,edm
13945,0.47,edm
13946,0.905,edm
13947,0.335,edm
13948,0.287,edm
13949,0.486,edm
13950,0.266,edm
13951,0.383,edm
13952,0.103,edm
13953,0.536,edm
13954,0.307,edm
13955,0.544,edm
13956,0.854,edm
13957,0.433,edm
13958,0.167,edm
13959,0.208,edm
13960,0.626,edm
13961,0.146,edm
13962,0.405,edm
13963,0.865,edm
13964,0.37,edm
13965,0.581,edm
13966,0.853,edm
13967,0.462,edm
13968,0.433,edm
13969,0.63,edm
13970,0.284,edm
13971,0.518,edm
13972,0.557,edm
13973,0.345,edm
13974,0.329,edm
13975,0.259,edm
13976,0.586,edm
13977,0.6,edm
13978,0.264,edm
13979,0.369,edm
13980,0.331,edm
13981,0.499,edm
13982,0.305,edm
13983,0.297,edm
13984,0.357,edm
13998,0.208,edm
14009,0.285,edm
14012,0.364,edm
14218,0.499,edm
14219,0.305,edm
14220,0.25,edm
14231,0.328,edm
14232,0.499,edm
14233,0.424,edm
14234,0.513,edm
14235,0.13,edm
14236,0.273,edm
14237,0.375,edm
14238,0.421,edm
14239,0.538,edm
14243,0.432,edm
14244,0.218,edm
14245,0.325,edm
14246,0.742,edm
14247,0.342,edm
14248,0.319,edm
14249,0.326,edm
14250,0.562,edm
14251,0.299,edm
14255,0.382,edm
14256,0.41,edm
14257,0.364,edm
14258,0.4,edm
14259,0.194,edm
14260,0.456,edm
14261,0.343,edm
14262,0.237,edm
14263,0.286,edm
14264,0.43,edm
14265,0.142,edm
14266,0.246,edm
14267,0.285,edm
14268,0.21,edm
14269,0.531,edm
14270,0.421,edm
14271,0.487,edm
14272,0.56,edm
14273,0.114,edm
14274,0.0939,edm
14275,0.509,edm
14278,0.277,edm
14279,0.325,edm
14280,0.413,edm
14281,0.439,edm
14282,0.586,edm
14288,0.196,edm
14289,0.118,edm
14290,0.478,edm
14291,0.35,edm
14292,0.374,edm
14293,0.472,edm
14294,0.744,edm
14295,0.285,edm
14296,0.222,edm
14297,0.332,edm
14298,0.18,edm
14299,0.327,edm
14300,0.49,edm
14301,0.292,edm
14302,0.334,edm
14303,0.436,edm
14304,0.77,edm
14305,0.88,edm
14306,0.418,edm
14307,0.202,edm
14308,0.582,edm
14310,0.596,edm
14311,0.502,edm
14312,0.484,edm
14313,0.39,edm
14314,0.335,edm
14323,0.464,edm
14324,0.422,edm
14325,0.519,edm
14326,0.113,edm
14327,0.348,edm
14328,0.281,edm
14335,0.359,edm
14336,0.509,edm
14337,0.346,edm
14338,0.662,edm
14339,0.31,edm
14340,0.274,edm
14341,0.178,edm
14342,0.384,edm
14343,0.109,edm
14344,0.22,edm
14345,0.586,edm
14346,0.285,edm
14347,0.0658,edm
14348,0.308,edm
14349,0.435,edm
14350,0.0459,edm
14351,0.271,edm
14352,0.255,edm
14353,0.219,edm
14354,0.219,edm
14355,0.349,edm
14356,0.201,edm
14357,0.367,edm
14358,0.101,edm
14359,0.106,edm
14360,0.344,edm
14361,0.0387,edm
14362,0.239,edm
14363,0.442,edm
14364,0.424,edm
14365,0.344,edm
14366,0.421,edm
14367,0.675,edm
14368,0.219,edm
14369,0.228,edm
14370,0.379,edm
14371,0.408,edm
14372,0.552,edm
14373,0.389,edm
14374,0.425,edm
14375,0.61,edm
14376,0.15,edm
14377,0.268,edm
14378,0.431,edm
14379,0.0395,edm
14380,0.344,edm
14381,0.528,edm
14382,0.505,edm
14383,0.538,edm
14384,0.174,edm
14385,0.251,edm
14386,0.431,edm
14387,0.169,edm
14388,0.221,edm
14389,0.164,edm
14390,0.711,edm
14391,0.292,edm
14392,0.426,edm
14393,0.115,edm
14394,0.333,edm
14395,0.158,edm
14396,0.64,edm
14397,0.291,edm
14398,0.376,edm
14399,0.159,edm
14400,0.501,edm
14401,0.385,edm
14402,0.197,edm
14403,0.439,edm
14404,0.302,edm
14405,0.286,edm
14406,0.187,edm
14407,0.164,edm
14408,0.22,edm
14409,0.655,edm
14410,0.574,edm
14411,0.155,edm
14412,0.389,edm
14415,0.576,edm
14416,0.729,edm
14417,0.125,edm
14418,0.684,edm
14419,0.836,edm
14420,0.373,edm
14421,0.475,edm
14422,0.569,edm
14423,0.48,edm
14424,0.285,edm
14425,0.626,edm
14426,0.185,edm
14427,0.221,edm
14439,0.381,edm
14440,0.242,edm
14441,0.502,edm
14453,0.421,edm
14454,0.406,edm
14595,0.65,edm
14600,0.524,edm
14601,0.13,edm
14602,0.802,edm
14603,0.623,edm
14604,0.283,edm
14605,0.691,edm
14606,0.182,edm
14607,0.0802,edm
14608,0.104,edm
14609,0.408,edm
14610,0.579,edm
14639,0.294,edm
14671,0.152,edm
14672,0.854,edm
14673,0.406,edm
14674,0.617,edm
14675,0.641,edm
14676,0.153,edm
14677,0.306,edm
14678,0.567,edm
14679,0.532,edm
14680,0.281,edm
14681,0.133,edm
14683,0.0345,edm
14684,0.961,edm
14685,0.328,edm
14686,0.505,edm
14687,0.189,edm
14688,0.718,edm
14689,0.0767,edm
14690,0.293,edm
14691,0.535,edm
14692,0.77,edm
14693,0.87,edm
14695,0.685,edm
14696,0.0584,edm
14697,0.144,edm
14698,0.804,edm
14699,0.0407,edm
14700,0.0353,edm
14701,0.0396,edm
14702,0.0392,edm
14703,0.715,edm
14704,0.148,edm
14705,0.701,edm
14706,0.757,edm
14707,0.325,edm
14708,0.309,edm
14709,0.161,edm
14710,0.0395,edm
14711,0.412,edm
14712,0.367,edm
14713,0.911,edm
14714,0.18,edm
14715,0.0278,edm
14716,0.184,edm
14717,0.604,edm
14718,0.649,edm
14719,0.727,edm
14720,0.247,edm
14721,0.632,edm
14722,0.629,edm
14723,0.182,edm
14724,0.286,edm
14725,0.0781,edm
14726,0.359,edm
14727,0.499,edm
14728,0.196,edm
14729,0.674,edm
14730,0.693,edm
14731,0.0334,edm
14732,0.8,edm
14733,0.323,edm
14734,0.741,edm
14735,0.747,edm
14736,0.211,edm
14745,0.296,edm
14746,0.34,edm
14747,0.154,edm
14748,0.0598,edm
14878,0.692,edm
14879,0.789,edm
14880,0.475,edm
14881,0.324,edm
14882,0.595,edm
14883,0.466,edm
14890,0.211,edm
14891,0.219,edm
14892,0.225,edm
14893,0.357,edm
14894,0.258,edm
14895,0.229,edm
14898,0.772,edm
14899,0.184,edm
14900,0.128,edm
14901,0.226,edm
14902,0.706,edm
14903,0.587,edm
14904,0.522,edm
14905,0.794,edm
14906,0.133,edm
14907,0.554,edm
14908,0.453,edm
14909,0.566,edm
14910,0.633,edm
14911,0.22,edm
14912,0.209,edm
14913,0.598,edm
14914,0.419,edm
14916,0.677,edm
14917,0.215,edm
14918,0.233,edm
14919,0.528,edm
14920,0.306,edm
14921,0.777,edm
14922,0.437,edm
14923,0.438,edm
14924,0.364,edm
15136,0.34,edm
15137,0.351,edm
15138,0.192,edm
15139,0.328,edm
15140,0.464,edm
15141,0.363,edm
15142,0.268,edm
15143,0.406,edm
15147,0.557,edm
15148,0.289,edm
15149,0.465,edm
15161,0.455,edm
15162,0.226,edm
15163,0.474,edm
15164,0.249,edm
15165,0.641,edm
15166,0.316,edm
15167,0.278,edm
15168,0.164,edm
15169,0.153,edm
15170,0.211,edm
15171,0.72,edm
15172,0.477,edm
15173,0.0851,edm
15174,0.23,edm
15175,0.638,edm
15186,0.648,edm
15187,0.366,edm
15188,0.128,edm
15189,0.12,edm
15190,0.25,edm
15191,0.499,edm
15192,0.376,edm
15193,0.218,edm
15194,0.142,edm
15195,0.474,edm
15196,0.636,edm
15262,0.105,edm
15263,0.529,edm
15296,0.698,edm
15297,0.141,edm
15298,0.145,edm
15299,0.349,edm
15300,0.285,edm
15301,0.202,edm
15302,0.294,edm
15303,0.309,edm
15304,0.338,edm
15305,0.673,edm
15306,0.206,edm
15313,0.255,edm
15314,0.118,edm
15315,0.415,edm
15316,0.5,edm
15317,0.68,edm
15318,0.265,edm
15319,0.187,edm
15320,0.173,edm
15321,0.174,edm
15322,0.804,edm
15323,0.375,edm
15324,0.339,edm
15325,0.391,edm
15326,0.277,edm
15327,0.398,edm
15328,0.52,edm
15329,0.238,edm
15330,0.776,edm
15331,0.734,edm
15450,0.653,edm
15451,0.511,edm
15452,0.349,edm
15453,0.343,edm
15454,0.41,edm
15455,0.105,edm
15456,0.312,edm
15457,0.0919,edm
15460,0.781,edm
15461,0.176,edm
15462,0.23,edm
15463,0.064,edm
15464,0.216,edm
15465,0.0583,edm
15466,0.383,edm
16039,0.238,edm
16040,0.293,edm
16041,0.132,edm
16042,0.622,edm
16043,0.474,edm
16044,0.0393,edm
16045,0.57,edm
16054,0.808,edm
16055,0.665,edm
16056,0.205,edm
16057,0.467,edm
16058,0.356,edm
16059,0.0714,edm
16060,0.371,edm
16061,0.251,edm
16062,0.316,edm
16093,0.299,edm
16094,0.165,edm
16095,0.407,edm
16096,0.356,edm
16097,0.07,edm
16098,0.648,edm
16099,0.96,edm
16100,0.199,edm
16101,0.351,edm
16102,0.481,edm
16103,0.389,edm
16104,0.188,edm
16105,0.477,edm
16106,0.148,edm
16107,0.681,edm
16108,0.472,edm
16109,0.459,edm
16110,0.214,edm
16111,0.288,edm
16112,0.198,edm
16113,0.497,edm
16114,0.427,edm
16115,0.506,edm
16116,0.555,edm
16117,0.398,edm
16118,0.322,edm
16119,0.525,edm
16120,0.206,edm
16121,0.386,edm
16122,0.486,edm
16123,0.411,edm
16124,0.25,edm
16125,0.559,edm
16126,0.454,edm
16127,0.318,edm
16128,0.431,edm
16129,0.0867,edm
16130,0.567,edm
16131,0.421,edm
16132,0.523,edm
16133,0.391,edm
16134,0.519,edm
16135,0.341,edm
16136,0.0776,edm
16137,0.199,edm
16138,0.657,edm
16139,0.283,edm
16140,0.422,edm
16141,0.348,edm
16142,0.314,edm
16143,0.272,edm
16144,0.367,edm
16284,0.518,edm
16285,0.419,edm
16286,0.457,edm
16287,0.498,edm
16288,0.0597,edm
16308,0.351,edm
16309,0.399,edm
16310,0.444,edm
16311,0.527,edm
16312,0.517,edm
16329,0.16,edm
16330,0.285,edm
16331,0.279,edm
16332,0.366,edm
16333,0.314,edm
16334,0.516,edm
16335,0.38,edm
16336,0.316,edm
16337,0.575,edm
16338,0.328,edm
16657,0.59,edm
16658,0.87,edm
16659,0.183,edm
16660,0.614,edm
16661,0.298,edm
16662,0.4,edm
16663,0.722,edm
16664,0.291,edm
16665,0.585,edm
16666,0.348,edm
16667,0.329,edm
16668,0.462,edm
16669,0.482,edm
16670,0.659,edm
16671,0.341,edm
16672,0.379,edm
16673,0.324,edm
16674,0.737,edm
16675,0.291,edm
16676,0.187,edm
16677,0.613,edm
16678,0.21,edm
16679,0.739,edm
16680,0.472,edm
16681,0.178,edm
16682,0.459,edm
16683,0.31,edm
16684,0.248,edm
16685,0.371,edm
16686,0.653,edm
16687,0.293,edm
16688,0.816,edm
16689,0.496,edm
16690,0.542,edm
16691,0.238,edm
16692,0.366,edm
16693,0.518,edm
16694,0.301,edm
16695,0.453,edm
16696,0.297,edm
16697,0.607,edm
16698,0.304,edm
16699,0.408,edm
16700,0.343,edm
16701,0.315,edm
16702,0.588,edm
16703,0.455,edm
16704,0.396,edm
16705,0.711,edm
16706,0.498,edm
16707,0.516,edm
16708,0.355,edm
16709,0.184,edm
16710,0.373,edm
16711,0.621,edm
16712,0.291,edm
16713,0.651,edm
16714,0.566,edm
16715,0.507,edm
16716,0.676,edm
16717,0.197,edm
16718,0.392,edm
16719,0.426,edm
16720,0.513,edm
16721,0.566,edm
16722,0.529,edm
16723,0.551,edm
16724,0.362,edm
16725,0.213,edm
16726,0.727,edm
16727,0.504,edm
16728,0.221,edm
16729,0.498,edm
16730,0.685,edm
16731,0.236,edm
16732,0.791,edm
16733,0.634,edm
16734,0.762,edm
16735,0.565,edm
16736,0.472,edm
16737,0.666,edm
16738,0.396,edm
16739,0.606,edm
16740,0.523,edm
16741,0.406,edm
16742,0.472,edm
16754,0.212,edm
16755,0.365,edm
16756,0.666,edm
16757,0.28,edm
16758,0.76,edm
16759,0.372,edm
16760,0.0563,edm
16761,0.525,edm
16762,0.291,edm
16763,0.631,edm
16940,0.701,edm
16941,0.427,edm
16964,0.237,edm
16965,0.288,edm
16966,0.733,edm
16984,0.126,edm
16985,0.255,edm
16986,0.15,edm
16987,0.0998,edm
16988,0.163,edm
16989,0.181,edm
16990,0.442,edm
16991,0.663,edm
16992,0.364,edm
16993,0.296,edm
16994,0.365,edm
16995,0.756,edm
16996,0.402,edm
16997,0.192,edm
16998,0.899,edm
16999,0.0364,edm
17000,0.301,edm
17001,0.331,edm
17002,0.241,edm
17003,0.377,edm
17004,0.373,edm
17005,0.362,edm
17006,0.165,edm
17007,0.378,edm
17008,0.512,edm
17009,0.14,edm
17010,0.619,edm
17011,0.18,edm
17012,0.299,edm
17013,0.198,edm
17014,0.149,edm
17015,0.205,edm
17016,0.45,edm
17017,0.283,edm
17019,0.288,edm
17020,0.226,edm
17021,0.246,edm
17022,0.121,edm
17023,0.496,edm
17024,0.294,edm
17025,0.343,edm
17026,0.15,edm
17028,0.256,edm
17036,0.383,edm
17037,0.14,edm
17038,0.0765,edm
17039,0.446,edm
17040,0.482,edm
17041,0.533,edm
17042,0.346,edm
17043,0.906,edm
17044,0.415,edm
17045,0.17,edm
17046,0.554,edm
17047,0.0943,edm
17048,0.506,edm
17049,0.235,edm
17050,0.781,edm
17057,0.0929,edm
17058,0.562,edm
17059,0.651,edm
17060,0.979,edm
17061,0.823,edm
17062,0.788,edm
17063,0.643,edm
17064,0.659,edm
17065,0.663,edm
17068,0.444,edm
17069,0.45,edm
17070,0.568,edm
17071,0.237,edm
17072,0.64,edm
17073,0.428,edm
17074,0.196,edm
17075,0.561,edm
17077,0.846,edm
17078,0.396,edm
17079,0.817,edm
17080,0.112,edm
17081,0.723,edm
17082,0.727,edm
17083,0.588,edm
17084,0.0381,edm
17086,0.414,edm
17087,0.109,edm
17088,0.266,edm
17110,0.343,edm
17119,0.795,edm
17120,0.34,edm
17121,0.352,edm
17122,0.668,edm
17123,0.419,edm
17124,0.857,edm
17125,0.787,edm
17126,0.361,edm
17127,0.654,edm
17128,0.761,edm
17129,0.425,edm
17130,0.408,edm
17131,0.647,edm
17132,0.738,edm
17133,0.704,edm
17134,0.431,edm
17135,0.281,edm
17137,0.966,edm
17138,0.892,edm
17139,0.475,edm
17140,0.41,edm
17144,0.936,edm
17147,0.84,edm
17148,0.901,edm
17149,0.572,edm
17150,0.244,edm
17151,0.427,edm
17152,0.687,edm
17153,0.229,edm
17154,0.387,edm
17155,0.342,edm
17156,0.529,edm
17157,0.452,edm
17158,0.907,edm
17159,0.299,edm
17160,0.314,edm
17161,0.962,edm
17162,0.222,edm
17163,0.0759,edm
17164,0.12,edm
17165,0.04,edm
17166,0.914,edm
17167,0.85,edm
17168,0.0872,edm
17169,0.334,edm
17170,0.751,edm
17171,0.689,edm
17172,0.268,edm
17173,0.0374,edm
17174,0.604,edm
17175,0.796,edm
17176,0.183,edm
17177,0.223,edm
17178,0.65,edm
17179,0.416,edm
17180,0.638,edm
17181,0.69,edm
17182,0.0757,edm
17183,0.191,edm
17184,0.155,edm
17185,0.67,edm
17186,0.101,edm
17187,0.291,edm
17188,0.311,edm
17189,0.229,edm
17190,0.233,edm
17191,0.23,edm
17192,0.17,edm
17193,0.304,edm
17194,0.0813,edm
17195,0.35,edm
17196,0.242,edm
17197,0.498,edm
17198,0.369,edm
17199,0.191,edm
17200,0.346,edm
17201,0.202,edm
17202,0.256,edm
17203,0.193,edm
17204,0.479,edm
17205,0.513,edm
17206,0.679,edm
17207,0.569,edm
17208,0.101,edm
17209,0.309,edm
17210,0.668,edm
17211,0.152,edm
17212,0.0784,edm
17213,0.386,edm
17214,0.403,edm
17215,0.118,edm
17216,0.23,edm
17217,0.292,edm
17218,0.153,edm
17219,0.173,edm
17220,0.035,edm
17221,0.389,edm
17222,0.209,edm
17223,0.2,edm
17224,0.308,edm
17225,0.101,edm
17226,0.692,edm
17227,0.402,edm
17228,0.187,edm
17229,0.0661,edm
17230,0.141,edm
17231,0.37,edm
17232,0.32,edm
17233,0.239,edm
17234,0.0386,edm
17235,0.294,edm
17236,0.428,edm
17237,0.106,edm
17238,0.0433,edm
17239,0.194,edm
17240,0.153,edm
17241,0.045,edm
17242,0.0787,edm
17243,0.032,edm
17244,0.151,edm
17245,0.208,edm
17246,0.18,edm
17247,0.377,edm
17248,0.471,edm
17249,0.357,edm
17250,0.565,edm
17251,0.315,edm
17252,0.147,edm
17253,0.287,edm
17254,0.223,edm
17255,0.139,edm
17256,0.36,edm
17257,0.286,edm
17258,0.04,edm
17259,0.734,edm
17260,0.331,edm
17261,0.251,edm
17262,0.288,edm
17263,0.186,edm
17264,0.432,edm
17265,0.134,edm
17266,0.14,edm
17267,0.688,edm
17268,0.122,edm
17269,0.186,edm
17270,0.575,edm
17271,0.372,edm
17272,0.76,edm
17273,0.178,edm
17274,0.0745,edm
17275,0.12,edm
17276,0.0988,edm
17277,0.412,edm
17278,0.498,edm
17279,0.0998,edm
17280,0.482,edm
17281,0.359,edm
17282,0.321,edm
17283,0.162,edm
17284,0.119,edm
17285,0.0772,edm
17286,0.287,edm
17287,0.14,edm
17288,0.246,edm
17289,0.255,edm
17290,0.236,edm
17291,0.238,edm
17292,0.177,edm
17293,0.899,edm
17294,0.371,edm
17295,0.102,edm
17296,0.0662,edm
17297,0.527,edm
17298,0.223,edm
17299,0.138,edm
17300,0.039,edm
17301,0.107,edm
17302,0.279,edm
17303,0.111,edm
17304,0.231,edm
17305,0.282,edm
17306,0.19,edm
17307,0.265,edm
17308,0.318,edm
17309,0.601,edm
17310,0.1,edm
17311,0.737,edm
17312,0.368,edm
17313,0.359,edm
17314,0.266,edm
17315,0.369,edm
17316,0.239,edm
17317,0.521,edm
17318,0.4,edm
17319,0.25,edm
17320,0.297,edm
17321,0.274,edm
17322,0.428,edm
17323,0.486,edm
17324,0.336,edm
17325,0.499,edm
17326,0.106,edm
17327,0.111,edm
17328,0.31,edm
17329,0.449,edm
17330,0.3,edm
17331,0.416,edm
17332,0.579,edm
17333,0.472,edm
17334,0.701,edm
17335,0.42,edm
17336,0.0902,edm
17337,0.177,edm
17338,0.34,edm
17339,0.0838,edm
17340,0.282,edm
17341,0.0339,edm
17342,0.142,edm
17343,0.133,edm
17344,0.41,edm
17345,0.291,edm
17346,0.0783,edm
17347,0.0596,edm
17348,0.0393,edm
17349,0.302,edm
17350,0.373,edm
17351,0.233,edm
17352,0.0745,edm
17353,0.131,edm
17354,0.298,edm
17355,0.12,edm
17356,0.0499,edm
17357,0.248,edm
17358,0.306,edm
17359,0.435,edm
17360,0.14,edm
17361,0.455,edm
17362,0.38,edm
17363,0.452,edm
17364,0.175,edm
17365,0.117,edm
17366,0.455,edm
17367,0.0999,edm
17368,0.247,edm
17369,0.107,edm
17370,0.487,edm
17371,0.342,edm
17372,0.175,edm
17373,0.076,edm
17374,0.209,edm
17375,0.383,edm
17376,0.377,edm
17377,0.251,edm
17378,0.118,edm
17379,0.484,edm
17380,0.296,edm
17381,0.405,edm
17382,0.174,edm
17383,0.211,edm
17384,0.153,edm
17385,0.146,edm
17386,0.372,edm
17387,0.158,edm
17388,0.265,edm
17389,0.308,edm
17390,0.145,edm
17391,0.255,edm
17392,0.131,edm
17393,0.166,edm
17394,0.135,edm
17395,0.196,edm
17396,0.473,edm
17397,0.589,edm
17398,0.115,edm
17399,0.158,edm
17400,0.212,edm
17401,0.346,edm
17402,0.102,edm
17403,0.205,edm
17404,0.164,edm
17405,0.332,edm
17406,0.392,edm
17407,0.225,edm
17408,0.347,edm
17409,0.112,edm
17410,0.373,edm
17411,0.0994,edm
17412,0.449,edm
17413,0.818,edm
17414,0.155,edm
17415,0.494,edm
17416,0.269,edm
17417,0.48,edm
17418,0.906,edm
17419,0.66,edm
17420,0.0378,edm
17422,0.341,edm
17423,0.22,edm
17424,0.793,edm
17425,0.326,edm
17426,0.292,edm
17427,0.2,edm
17429,0.114,edm
17430,0.437,edm
17431,0.581,edm
17432,0.3,edm
17433,0.188,edm
17434,0.145,edm
17438,0.24,edm
17440,0.164,edm
17441,0.257,edm
17442,0.0749,edm
17443,0.234,edm
17444,0.0375,edm
17445,0.294,edm
17446,0.0671,edm
17447,0.225,edm
17448,0.11,edm
17449,0.52,edm
17450,0.496,edm
17451,0.385,edm
17452,0.414,edm
17453,0.353,edm
17454,0.0627,edm
17455,0.196,edm
17456,0.131,edm
17457,0.223,edm
17458,0.0833,edm
17459,0.117,edm
17460,0.254,edm
17461,0.435,edm
17482,0.447,edm
17488,0.071,edm
17496,0.623,edm
17497,0.355,edm
17498,0.353,edm
17499,0.0605,edm
17500,0.154,edm
17501,0.422,edm
17502,0.351,edm
17503,0.302,edm
17505,0.179,edm
17506,0.683,edm
17507,0.551,edm
17508,0.599,edm
17509,0.159,edm
17510,0.267,edm
17511,0.171,edm
17512,0.168,edm
17516,0.512,edm
17517,0.0717,edm
17518,0.369,edm
17519,0.225,edm
17522,0.429,edm
17529,0.373,edm
17530,0.403,edm
17531,0.214,edm
17532,0.161,edm
17533,0.38,edm
17534,0.274,edm
17535,0.144,edm
17536,0.355,edm
17537,0.249,edm
17538,0.266,edm
17539,0.0394,edm
17540,0.1,edm
17541,0.292,edm
17542,0.215,edm
17543,0.154,edm
17544,0.315,edm
17545,0.287,edm
17546,0.0945,edm
17547,0.0383,edm
17548,0.285,edm
17549,0.0422,edm
17550,0.0378,edm
17551,0.505,edm
17553,0.207,edm
17554,0.63,edm
17555,0.252,edm
17556,0.217,edm
17557,0.21,edm
17558,0.331,edm
17559,0.313,edm
17602,0.48,edm
17882,0.515,edm
17883,0.455,edm
17884,0.487,edm
17885,0.31,edm
18632,0.216,edm
18633,0.734,edm
18634,0.402,edm
18635,0.192,edm
18654,0.107,edm
18655,0.356,edm
18656,0.205,edm
18657,0.161,edm
18658,0.277,edm
18659,0.313,edm
18660,0.0341,edm
18661,0.0517,edm
18662,0.243,edm
18663,0.899,edm
18664,0.206,edm
18665,0.0961,edm
18666,0.507,edm
18667,0.143,edm
18668,0.538,edm
18669,0.307,edm
18670,0.387,edm
18671,0.23,edm
18677,0.0956,edm
18678,0.442,edm
18679,0.159,edm
18680,0.304,edm
18684,0.165,edm
18685,0.808,edm
18686,0.246,edm
18687,0.523,edm
19263,0.23,edm
19264,0.474,edm
19265,0.555,edm
19266,0.867,edm
19267,0.158,edm
19268,0.707,edm
19269,0.889,edm
19270,0.597,edm
19271,0.143,edm
19272,0.678,edm
19273,0.341,edm
19274,0.574,edm
19275,0.584,edm
19276,0.108,edm
19277,0.725,edm
19278,0.512,edm
19279,0.417,edm
19280,0.316,edm
19281,0.763,edm
19282,0.964,edm
19283,0.363,edm
19284,0.283,edm
19285,0.529,edm
19286,0.574,edm
19287,0.599,edm
19288,0.231,edm
19289,0.51,edm
19290,0.607,edm
19291,0.861,edm
19292,0.452,edm
19293,0.71,edm
19294,0.872,edm
19295,0.46,edm
19296,0.0594,edm
19297,0.656,edm
19298,0.529,edm
19299,0.402,edm
19300,0.37,edm
19301,0.549,edm
